Sample.ID,Study.ID,DOI.primary,DOI.secondary,LeadAuthor.primary,LeadAuthor.secondary,PublicationYear,Country,Region,SiteName,Block.Rep,GPS.Lat,GPS.Long,Study.context,SampleDepth.min,SampleDepth.max,Clay.pct,Silt.pct,Sand.pct,TexturalClass,Soil.pH,CEC,SOC.pct,Soil.TotalCd,TotalCd.method,Soil.AvailCd1,Soil.AvailCd1.method,Soil.AvailCd2,Soil.AvailCd2.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.Cd.type,WholeBeanCd,NibCd,ShellCd,LeafCd,AvailCd.N,AvailCd.SD,TotalCd.N,TotalCd.SD,WholeBeanCd.N,WholeBeanCd.SD,Subset,Soil.Cd.YN,Bean.Cd.YN,LeafBeaf.Cd.YN
1113,29,https://doi.org/10.1016/j.chemosphere.2020.127759,,"Lewis, Caleb","Lennon, Adrian M.; Eudoxie, Gaius; Sivapatham, Paramasilvam; Umaharan, Pathmanathan",2020,Trinidad and Tobago,,Moruga,,9.942895118,-61.19523005,Field,0,20,26.43,,42.38,Loam,5.61,7.51,1.247126437,0.45,Aqua Regia,0.064516129,DTPA,,,,,,,,,,,Acid and chelator,,,,,4,0.051612903,4,0.206451613,,,Soil only,Y,,
1114,29,https://doi.org/10.1016/j.chemosphere.2020.127760,,"Lewis, Caleb","Lennon, Adrian M.; Eudoxie, Gaius; Sivapatham, Paramasilvam; Umaharan, Pathmanathan",2020,Trinidad and Tobago,,Rio Claro,,10.12744458,-61.10414469,Field,0,20,62.12,,14.33,Clay,5.57,14.72,1.873563218,1.65,Aqua Regia,0.051612903,DTPA,,,,,,,,,,,Acid and chelator,,,,,4,0.051612903,4,0.309677419,,,Soil only,Y,,
1115,29,https://doi.org/10.1016/j.chemosphere.2020.127761,,"Lewis, Caleb","Lennon, Adrian M.; Eudoxie, Gaius; Sivapatham, Paramasilvam; Umaharan, Pathmanathan",2020,Trinidad and Tobago,,Sangre Grande,,10.4501652,-61.29993153,Field,0,20,41.57,,16.24,Silty Clay,5.16,6.6,1.408045977,0.92,Aqua Regia,0.077419355,DTPA,,,,,,,,,,,Acid and chelator,,,,,4,0.025806452,4,0.103225806,,,Soil only,Y,,
1116,29,https://doi.org/10.1016/j.chemosphere.2020.127762,,"Lewis, Caleb","Lennon, Adrian M.; Eudoxie, Gaius; Sivapatham, Paramasilvam; Umaharan, Pathmanathan",2020,Trinidad and Tobago,,Sans Souci,,10.70529637,-61.32172922,Field,0,20,18.09,,49.67,Loam,5.14,5.25,1.051724138,0.7,Aqua Regia,0.451612903,DTPA,,,,,,,,,,,Acid and chelator,,,,,4,0.387096774,4,0.490322581,,,Soil only,Y,,
1117,29,https://doi.org/10.1016/j.chemosphere.2020.127763,,"Lewis, Caleb","Lennon, Adrian M.; Eudoxie, Gaius; Sivapatham, Paramasilvam; Umaharan, Pathmanathan",2020,Trinidad and Tobago,,Talparo,,10.4032228,-61.44260013,Field,0,20,39.01,,18.04,Silty Clay Loam,4.82,,1.833333333,0.89,Aqua Regia,0.258064516,DTPA,,,,,,,,,,,Acid and chelator,,,,,4,0.103225806,4,0.103225806,,,Soil only,Y,,
1118,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Gayas,S1,,-2.723674812,-79.54577849,Field,0,5,23.7,27.7,48.6,Sandy Clay Loam,6.44,14.6,1.82,1.43,HNO3 and H2O2,0.43,Mehlich 3,0.06,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1119,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S2,,-3.394252848,-79.64986928,Field,0,5,25.3,41.1,33.6,Loam,6.17,15.4,1.71,2.02,HNO3 and H2O2,0.7,Mehlich 3,0.14,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1120,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S3,,-3.397911151,-79.63182446,Field,0,5,25.1,39.6,35.3,Loam,7.15,21.6,2,2.42,HNO3 and H2O2,1.27,Mehlich 3,0.12,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1121,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S4,,-3.375240758,-79.67778354,Field,0,5,24.3,40.6,35.1,Loam,6.28,17.1,1.86,2.28,HNO3 and H2O2,0.9,Mehlich 3,0.11,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1122,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S5,,-3.421800978,-79.86965245,Field,0,5,13.3,17.9,68.8,Sandy Loam,6.47,8.86,1.77,0.89,HNO3 and H2O2,0.32,Mehlich 3,0.04,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1123,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S6,,-3.420027256,-79.83888299,Field,0,5,21.8,22.7,55.5,Sandy Clay Loam,6.21,14.7,2.99,1.11,HNO3 and H2O2,0.32,Mehlich 3,0.06,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1124,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S7,,-3.475345232,-79.82947989,Field,0,5,10.4,17.2,72.4,Loamy Sand,6.7,8.36,1.84,0.88,HNO3 and H2O2,0.38,Mehlich 3,0.08,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1125,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S8,,-3.110845219,-79.66464965,Field,0,5,23.9,29.5,46.6,Loam,4.92,3.84,2,0.93,HNO3 and H2O2,0.18,Mehlich 3,0.07,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1126,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S9,,-3.137118486,-79.64043762,Field,0,5,24.5,33.7,41.8,Loam,5.31,5.44,3.06,1.09,HNO3 and H2O2,0.15,Mehlich 3,0.07,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1127,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S10,,-2.670075129,-79.6257429,Field,0,5,18.2,41.3,40.5,Loam,6.62,21.9,3.1,2.1,HNO3 and H2O2,0.75,Mehlich 3,0.13,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1128,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S11,,-2.8507177,-79.63046349,Field,0,5,14.2,40.8,45,Loam,6.27,19.2,2.86,1.28,HNO3 and H2O2,0.38,Mehlich 3,0.09,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1129,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S12,,-2.998934402,-79.58436165,Field,0,5,9.9,32.2,57.9,Sandy Loam,6.13,13.4,1.98,1.22,HNO3 and H2O2,0.11,Mehlich 3,0.04,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1130,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S13,,-3.007193299,-79.59631539,Field,0,5,3.21,6.48,90.3,Sandy,5.9,5.74,1.51,0.94,HNO3 and H2O2,0.14,Mehlich 3,0.07,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1131,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S14,,-3.029420261,-79.5788892,Field,0,5,29,23.9,47.1,Sandy Clay Loam,5.53,6.58,2.39,1.2,HNO3 and H2O2,0.08,Mehlich 3,0.08,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1132,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S15,,-3.511152259,-79.6265138,Field,0,5,28.1,36.8,35,Clay Loam,7.05,19.3,3.93,1.26,HNO3 and H2O2,0.28,Mehlich 3,0.1,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1133,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S16,,-3.489756729,-79.62666608,Field,0,5,35.9,41.9,22.1,Clay Loam,7.97,25.1,2.95,2.45,HNO3 and H2O2,0.44,Mehlich 3,0.09,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1134,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S17,,-3.477008097,-79.79493207,Field,0,5,20.5,54.1,25.4,Silty Loam,7.82,22.39,2.01,2.05,HNO3 and H2O2,0.28,Mehlich 3,0.08,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1135,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S18,,-3.446078808,-79.82893741,Field,0,5,31.6,47.4,20.9,Clay Loam,7.09,21.6,2.21,2.28,HNO3 and H2O2,0.36,Mehlich 3,0.15,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1136,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S19,,-3.449737111,-79.81089259,Field,0,5,26.1,33.5,40.4,Loam,6.65,9.69,3.07,1.4,HNO3 and H2O2,0.21,Mehlich 3,0.06,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1137,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Gayas,S1,,-2.723674812,-79.54577849,Field,5,15,23.7,27.7,48.6,Sandy Clay Loam,6.51,14.6,1.35,1.49,HNO3 and H2O2,0.34,Mehlich 3,0.06,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1138,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S2,,-3.394252848,-79.64986928,Field,5,15,25.3,41.1,33.6,Loam,6.55,15.4,1.31,2.39,HNO3 and H2O2,0.82,Mehlich 3,0.15,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1139,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S3,,-3.397911151,-79.63182446,Field,5,15,25.1,39.6,35.3,Loam,7.25,21.6,1.14,2.27,HNO3 and H2O2,0.99,Mehlich 3,0.1,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1140,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S4,,-3.375240758,-79.67778354,Field,5,15,24.3,40.6,35.1,Loam,6.55,17.1,1.34,2.34,HNO3 and H2O2,1,Mehlich 3,0.08,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1141,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S5,,-3.421800978,-79.86965245,Field,5,15,13.3,17.9,68.8,Sandy Loam,6.32,8.86,0.67,0.68,HNO3 and H2O2,0.17,Mehlich 3,0.02,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1142,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S6,,-3.420027256,-79.83888299,Field,5,15,21.8,22.7,55.5,Sandy Clay Loam,6.37,14.7,1.06,0.92,HNO3 and H2O2,0.22,Mehlich 3,0.05,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1143,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S7,,-3.475345232,-79.82947989,Field,5,15,10.4,17.2,72.4,Loamy Sand,6.62,8.36,0.59,0.52,HNO3 and H2O2,0.12,Mehlich 3,0.05,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1144,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S8,,-3.110845219,-79.66464965,Field,5,15,23.9,29.5,46.6,Loam,5.04,3.84,1.09,0.82,HNO3 and H2O2,0.07,Mehlich 3,0.03,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1145,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S9,,-3.137118486,-79.64043762,Field,5,15,24.5,33.7,41.8,Loam,5.31,5.44,1.55,0.96,HNO3 and H2O2,0.08,Mehlich 3,0.05,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1146,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S10,,-2.670075129,-79.6257429,Field,5,15,18.2,41.3,40.5,Loam,6.5,21.9,1.66,1.81,HNO3 and H2O2,0.56,Mehlich 3,0.1,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1147,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S11,,-2.8507177,-79.63046349,Field,5,15,14.2,40.8,45,Loam,6.38,19.2,1.36,1.04,HNO3 and H2O2,0.21,Mehlich 3,0.07,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1148,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S12,,-2.998934402,-79.58436165,Field,5,15,9.9,32.2,57.9,Sandy Loam,6.12,13.4,0.83,0.93,HNO3 and H2O2,0.02,Mehlich 3,0.03,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1149,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S13,,-3.007193299,-79.59631539,Field,5,15,3.21,6.48,90.3,Sandy,5.64,5.74,0.8,0.78,HNO3 and H2O2,0.08,Mehlich 3,0.06,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1150,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S14,,-3.029420261,-79.5788892,Field,5,15,29,23.9,47.1,Sandy Clay Loam,5.46,6.58,1.07,1.21,HNO3 and H2O2,0.01,Mehlich 3,0.04,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1151,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S15,,-3.511152259,-79.6265138,Field,5,15,28.1,36.8,35,Clay Loam,7.1,19.3,1.58,1.12,HNO3 and H2O2,0.06,Mehlich 3,0.05,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1152,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S16,,-3.489756729,-79.62666608,Field,5,15,35.9,41.9,22.1,Clay Loam,7.92,25.1,1.97,1.99,HNO3 and H2O2,0.3,Mehlich 3,0.08,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1153,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S17,,-3.477008097,-79.79493207,Field,5,15,20.5,54.1,25.4,Silty Loam,7.78,22.39,1.34,1.83,HNO3 and H2O2,0.19,Mehlich 3,0.05,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1154,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S18,,-3.446078808,-79.82893741,Field,5,15,31.6,47.4,20.9,Clay Loam,7.05,21.6,1.29,1.95,HNO3 and H2O2,0.24,Mehlich 3,0.1,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1155,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S19,,-3.449737111,-79.81089259,Field,5,15,26.1,33.5,40.4,Medium Loam,6.25,9.69,1.5,1.28,HNO3 and H2O2,0.1,Mehlich 3,0.04,AAAc,,,,,,,,,Salt and acid,,,,,,,,,,,Soil only,Y,,
1156,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Gayas,S1,,-2.723674812,-79.54577849,Field,15,30,23.7,27.7,48.6,Sandy Clay Loam,6.28,14.6,0.66,0.78,HNO3 and H2O2,0.2,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1157,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S2,,-3.394252848,-79.64986928,Field,15,30,25.3,41.1,33.6,Loam,6.55,15.4,0.68,1.04,HNO3 and H2O2,0.55,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1158,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S3,,-3.397911151,-79.63182446,Field,15,30,25.1,39.6,35.3,Loam,6.89,21.6,0.64,1.02,HNO3 and H2O2,0.55,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1159,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S4,,-3.375240758,-79.67778354,Field,15,30,24.3,40.6,35.1,Loam,6.76,17.1,0.76,1.46,HNO3 and H2O2,0.8,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1160,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S5,,-3.421800978,-79.86965245,Field,15,30,13.3,17.9,68.8,Sandy Loam,6.39,8.86,0.38,0.38,HNO3 and H2O2,0.13,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1161,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S6,,-3.420027256,-79.83888299,Field,15,30,21.8,22.7,55.5,Sandy Clay Loam,6.89,14.7,0.57,0.58,HNO3 and H2O2,0.17,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1162,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,El Oro,S7,,-3.475345232,-79.82947989,Field,15,30,10.4,17.2,72.4,Loamy Sand,6.34,8.36,0.47,0.16,HNO3 and H2O2,0.07,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1163,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S8,,-3.110845219,-79.66464965,Field,15,30,23.9,29.5,46.6,Loam,5.01,3.84,0.7,0.41,HNO3 and H2O2,0.05,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1164,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S9,,-3.137118486,-79.64043762,Field,15,30,24.5,33.7,41.8,Loam,5.13,5.44,0.98,0.73,HNO3 and H2O2,0.03,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1165,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S10,,-2.670075129,-79.6257429,Field,15,30,18.2,41.3,40.5,Loam,6.2,21.9,0.84,2.36,HNO3 and H2O2,0.29,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1166,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S11,,-2.8507177,-79.63046349,Field,15,30,14.2,40.8,45,Loam,5.97,19.2,0.49,1.26,HNO3 and H2O2,0.06,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1167,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S12,,-2.998934402,-79.58436165,Field,15,30,9.9,32.2,57.9,Sandy Loam,6.38,13.4,0.55,0.58,HNO3 and H2O2,0.01,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
1168,31,https://doi.org/10.1016/j.scitotenv.2015.06.106,,"Chavez, E.","He, Z. L.; Stoffella, P. J.; Mylavarapu, R. S.; Li, Y. C.;Moyano, B.; Baligar, V. C.",2015,Ecuador,Guayas,S13,,-3.007193299,-79.59631539,Field,15,30,3.21,6.48,90.3,Sandy,5.54,5.74,0.41,0.38,HNO3 and H2O2,0.02,Mehlich 3,,,,,,,,,,,Salt,,,,,,,,,,,Soil only,Y,,
